% # iter+eval+sigma+0+0+xmean (randomSeed=807806320, Tue Feb  1 14:49:12 2011)
0	0	3.0000e-01	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
1	13	2.8082e-01	0	0	0.158571	0.775053	0.616452	0.498278	0.594129	0.663507	0.687838	0.441494	0.360077	0.457861	0.509289	0.677987	0.562929	0.606776	0.32287	0.578388	0.452044	0.672141	0.533298	0.322427	0.706757	0.462865
2	26	2.6959e-01	0	0	0.0159133	0.606163	0.643813	0.43895	0.354793	0.874467	0.752428	0.297543	0.411124	0.517006	0.458229	0.63996	0.610091	0.602438	0.30767	0.524738	0.424589	0.898404	0.44677	0.611421	0.540817	0.237991
3	39	2.5959e-01	0	0	0.0311644	0.447042	0.520166	0.44899	0.356015	0.68932	0.706971	0.345184	0.66076	0.62572	0.451946	0.616912	0.579921	0.64557	0.210963	0.423602	0.204346	1.0581	0.422859	0.691554	0.303062	0.381492
4	52	2.5269e-01	0	0	0.0316085	0.613181	0.58702	0.332465	0.465185	0.764723	0.670288	0.560771	0.721244	0.56696	0.562842	0.77195	0.483457	0.788424	-0.102935	0.733706	0.270947	1.03629	0.465164	0.630785	0.327881	0.410297
5	65	2.4236e-01	0	0	0.00874204	0.542367	0.671722	0.511848	0.379748	0.760253	0.595267	0.462969	0.678013	0.67074	0.702049	0.664904	0.50703	0.741936	-0.0845753	0.934461	0.424085	1.02286	0.325371	0.442492	0.430472	0.436529
6	78	2.3168e-01	0	0	-0.0381135	0.595729	0.543748	0.650826	0.442677	0.712115	0.792493	0.297359	0.740066	0.572789	0.695087	0.722738	0.435591	0.645378	-0.140982	0.942327	0.324971	1.0202	0.32706	0.67723	0.468715	0.365775
7	91	2.2282e-01	0	0	-0.00637047	0.534265	0.564862	0.621765	0.410822	0.727897	0.601835	0.103244	0.612197	0.626509	0.69597	0.812561	0.596829	0.619141	-0.25193	0.923998	0.31478	1.11239	0.366252	0.778786	0.401908	0.298401
8	104	2.2025e-01	0	0	0.0153909	0.463041	0.704346	0.651706	0.476031	0.667186	0.448277	0.147292	0.586049	0.618907	0.652041	1.0921	0.674424	0.627666	-0.337354	0.941478	0.405681	1.09434	0.176186	0.835415	0.401933	0.209119
9	117	2.1811e-01	0	0	-0.00107245	0.583388	0.784956	0.498838	0.590455	0.64428	0.470728	0.3164	0.43965	0.623428	0.588609	1.05256	0.780654	0.680635	-0.438513	0.984891	0.320766	1.0191	0.148506	0.975374	0.229374	0.224568
10	130	2.1751e-01	0	0	-0.0394951	0.50513	0.672125	0.517368	0.514846	0.581776	0.439946	0.470498	0.490057	0.68393	0.665736	0.915518	0.723894	0.828247	-0.628409	1.12602	0.362434	0.922511	0.171367	1.0977	0.292124	0.119348
11	143	2.1530e-01	0	0	0.0177941	0.769031	0.643702	0.45436	0.617974	0.689866	0.503693	0.458637	0.663201	0.728145	0.705199	0.91947	0.678594	0.774195	-0.721643	1.104	0.541399	0.637955	0.190458	0.969031	0.29416	0.175439
12	156	2.1249e-01	0	0	0.0114746	0.694392	0.886574	0.440986	0.620564	0.733175	0.454435	0.463599	0.509937	0.816731	0.771777	0.890778	0.701168	0.8861	-0.762556	1.15141	0.660889	0.744134	0.374352	0.837953	0.191782	0.0826428
13	169	2.1936e-01	0	0	-0.000736997	0.73664	0.885431	0.353103	0.592884	0.517932	0.498673	0.428879	0.52446	0.906775	0.800083	1.04112	0.706183	0.990486	-0.886234	1.13307	0.913083	0.661124	0.585467	0.785647	0.145177	-0.0509839
14	182	2.2929e-01	0	0	0.0117403	0.71275	1.02966	0.359805	0.419772	0.53501	0.315877	0.423012	0.477613	0.971816	0.85417	0.964359	0.667265	0.972993	-0.903034	1.29168	0.982841	0.551618	0.69606	0.893524	0.238519	-0.290635
15	195	2.3199e-01	0	0	-0.00633581	0.699966	0.909829	0.298204	0.467836	0.592171	0.181923	0.61784	0.493323	0.941376	0.857089	1.05245	0.823643	0.871088	-0.94588	1.32236	0.902618	0.515151	0.72271	0.802282	0.260127	-0.312173
16	208	2.3182e-01	0	0	0.0158703	0.722489	0.922717	0.196883	0.492255	0.82312	0.203539	0.430422	0.373885	0.842767	0.92258	1.08191	0.914694	0.868432	-0.836742	1.3369	0.905589	0.204321	0.592222	0.784681	0.379329	-0.214618
17	221	2.2724e-01	0	0	-0.0028516	0.835773	0.978591	0.363878	0.424152	0.86826	0.244467	0.323693	0.422772	0.954377	1.00436	1.12546	0.802136	0.926078	-0.816271	1.34108	1.0012	0.237407	0.59648	0.902936	0.552738	-0.175581
18	234	2.2657e-01	0	0	0.0202044	0.767556	1.06923	0.384729	0.345829	0.714045	0.211325	0.107857	0.268272	0.754144	1.09904	1.1085	0.841754	0.810071	-0.796417	1.08787	1.039	0.183117	0.667151	0.965968	0.588459	-0.3935
19	247	2.2448e-01	0	0	0.0390323	0.669732	1.09697	0.38479	0.3866	0.596844	0.351743	-0.130074	0.331907	0.568846	0.923854	1.25276	0.791261	0.765993	-0.81844	1.10878	0.956169	0.228925	0.649528	1.10551	0.605106	-0.328306
20	260	2.2161e-01	0	0	0.00455588	0.573556	1.16266	0.550648	0.427687	0.31577	0.364683	-0.125405	0.32429	0.613036	0.81117	1.16436	0.902286	0.716166	-0.754457	1.19944	0.974336	0.195061	0.555373	1.1302	0.566225	-0.330116
21	273	2.1943e-01	0	0	-0.0241503	0.613124	1.07168	0.433736	0.273263	0.376826	0.474732	-0.146869	0.231795	0.660596	0.753599	1.15183	1.072	0.630986	-0.650408	0.87543	1.08595	0.201484	0.681545	1.08133	0.69253	-0.366731
22	286	2.1790e-01	0	0	-0.0344238	0.637376	1.25977	0.518085	0.234292	0.43127	0.450285	-0.0504798	0.273694	0.549073	0.83752	1.03574	1.23882	0.528304	-0.676295	0.773369	1.07457	0.256982	0.479605	1.1197	0.7405	-0.304675
23	299	2.1243e-01	0	0	-0.00337572	0.682864	1.07144	0.323947	0.120404	0.289417	0.579938	0.0465492	0.405027	0.653032	0.972535	1.08651	1.29009	0.656074	-0.657557	0.988336	1.01941	0.296309	0.41126	1.03666	0.875218	-0.292958
24	312	2.0725e-01	0	0	0.0148651	0.86844	1.10809	0.386445	0.0647649	0.277022	0.528848	-0.0684877	0.441832	0.479436	0.963379	1.06984	1.24934	0.76653	-0.526521	0.897512	1.02734	0.31674	0.304005	1.03887	0.888575	-0.323375
25	325	2.0767e-01	0	0	0.00622159	0.78539	1.00631	0.461788	-0.00347038	0.0156858	0.317693	-0.17198	0.563983	0.392342	0.86024	1.10415	1.2729	0.830551	-0.530581	1.01277	1.10451	0.521032	0.284304	1.1681	0.821473	-0.27295
26	338	1.9988e-01	0	0	0.00807936	0.660159	0.914759	0.398831	0.0786712	0.0147276	0.414288	-0.151741	0.477663	0.381675	0.739739	1.05409	1.08299	0.7922	-0.625881	0.963215	0.976017	0.537844	0.286612	1.31599	0.672447	-0.244971
27	351	1.9695e-01	0	0	0.0150595	0.642937	0.776484	0.438385	0.0834544	-0.0805914	0.351332	-0.288955	0.547155	0.435717	0.832465	0.986909	1.26226	0.945112	-0.695596	0.836455	1.07337	0.542926	0.422932	1.32313	0.766749	-0.197478
28	364	1.9330e-01	0	0	0.0147135	0.830213	0.830879	0.517827	0.0643388	-0.0327545	0.347428	-0.358295	0.729566	0.458719	0.71098	1.04249	1.24346	1.03917	-0.763461	1.00328	1.06311	0.49161	0.410232	1.22981	0.708566	-0.0369757
29	377	1.9063e-01	0	0	-0.0092236	0.64558	0.956916	0.360193	0.2224	0.0201358	0.260644	-0.433744	0.637853	0.482593	0.720259	1.09541	1.25742	1.18511	-0.729495	1.00595	1.17529	0.306602	0.434462	1.25766	0.626816	0.0650871
30	390	1.9562e-01	0	0	-0.0120988	0.655188	0.946959	0.412176	0.236887	-0.0909292	0.0933761	-0.646854	0.635524	0.462124	0.660831	1.04846	1.30949	1.30059	-0.84624	0.979146	1.23084	0.338466	0.425154	1.41297	0.58916	0.109479
31	403	1.9751e-01	0	0	0.0302455	0.837054	1.14288	0.486309	0.387571	0.034185	0.0299317	-0.551172	0.612011	0.374314	0.561459	0.857569	1.20098	1.3844	-0.72805	0.948496	0.999959	0.334667	0.459552	1.19265	0.5592	0.0201029
32	416	1.9674e-01	0	0	-0.0114114	0.719268	1.11219	0.539696	0.493998	0.0678635	0.0905529	-0.471224	0.65701	0.310973	0.463865	0.864762	1.20556	1.33487	-0.475416	0.873971	1.00321	0.403407	0.40252	1.12754	0.484037	0.166858
33	429	1.9024e-01	0	0	0.0145951	0.725271	1.17021	0.487543	0.366649	0.158749	0.0237868	-0.423893	0.59777	0.367341	0.48749	0.750298	1.11765	1.25373	-0.420384	0.760461	0.941128	0.395572	0.434782	1.17743	0.442012	0.0480617
34	442	1.8863e-01	0	0	0.0138486	0.834574	1.17862	0.44673	0.487555	0.269214	0.0995455	-0.229034	0.556179	0.476216	0.505688	0.704864	0.968623	1.4068	-0.329291	0.766005	0.876976	0.418221	0.369302	1.12308	0.332968	0.0636129
35	455	1.8474e-01	0	0	-0.0157627	0.869421	1.12299	0.4114	0.446696	0.24291	0.131374	-0.260701	0.485071	0.532857	0.68192	0.671939	0.916275	1.4531	-0.253175	0.835134	1.03741	0.345566	0.35226	1.21596	0.321243	0.0405838
36	468	1.7502e-01	0	0	-0.00974898	0.911706	1.12342	0.403258	0.324083	0.335217	0.198821	-0.291025	0.38048	0.451169	0.693944	0.757884	1.03821	1.33635	-0.287019	0.673454	1.10331	0.317398	0.440035	1.11419	0.35786	0.0501961
37	481	1.6776e-01	0	0	0.00523527	0.89553	1.15139	0.51087	0.309589	0.444134	0.22048	-0.445885	0.348704	0.418995	0.499101	0.829407	1.06407	1.28983	-0.384946	0.76458	1.23328	0.203078	0.494398	1.15424	0.391639	-0.0743486
38	494	1.6312e-01	0	0	-0.0281187	0.908445	1.17026	0.516678	0.204587	0.38095	0.231335	-0.426127	0.348321	0.387495	0.435957	0.919044	1.14203	1.43402	-0.38365	0.817037	1.31752	0.0897406	0.49344	1.24301	0.426325	-0.0186906
39	507	1.5818e-01	0	0	-0.0157757	0.863259	1.13715	0.592336	0.326414	0.502486	0.280045	-0.432467	0.280398	0.474922	0.5329	0.962724	1.20845	1.31036	-0.401647	0.835464	1.33973	0.0959508	0.481746	1.32373	0.349289	0.0695917
40	520	1.5415e-01	0	0	0.00983569	0.880002	1.11164	0.556055	0.332063	0.377543	0.279869	-0.546624	0.302113	0.403365	0.469994	1.0533	1.37092	1.28752	-0.40547	0.816513	1.3798	0.0387225	0.561207	1.31591	0.377802	0.115797
41	533	1.4817e-01	0	0	-0.00937918	0.889871	1.17484	0.590463	0.403006	0.44168	0.257713	-0.436475	0.271283	0.384328	0.409956	1.02704	1.32576	1.23693	-0.303836	0.849907	1.24938	0.150299	0.497144	1.39361	0.253584	0.179013
42	546	1.4738e-01	0	0	-0.0119519	0.820054	1.19666	0.563189	0.451515	0.557171	0.290478	-0.40134	0.210123	0.381195	0.374449	1.06479	1.28503	1.23333	-0.284572	0.800822	1.37974	0.258893	0.451579	1.43152	0.196561	0.319778
43	559	1.4378e-01	0	0	-0.00166854	0.808686	1.02371	0.497672	0.312487	0.545237	0.392706	-0.431303	0.297752	0.462735	0.47257	1.07769	1.33953	1.26821	-0.326612	0.759097	1.39839	0.219072	0.490557	1.42974	0.0708294	0.221188
44	572	1.4293e-01	0	0	-0.0177672	0.864893	1.04868	0.476737	0.421243	0.537782	0.329004	-0.364751	0.261344	0.553691	0.467104	1.08069	1.36291	1.26165	-0.232446	0.710934	1.42169	0.284327	0.427734	1.54723	0.0165388	0.321924
45	585	1.4253e-01	0	0	-0.0112982	0.913377	1.05415	0.414647	0.39747	0.456917	0.389245	-0.400991	0.286599	0.474599	0.517112	1.1239	1.38437	1.26864	-0.232864	0.594547	1.54429	0.192543	0.443369	1.68267	0.0749098	0.219185
46	598	1.3979e-01	0	0	-0.0121012	0.879325	1.09466	0.375815	0.348325	0.473147	0.332564	-0.459675	0.295319	0.478178	0.451244	1.11245	1.33362	1.38202	-0.115883	0.526386	1.47181	0.103536	0.470692	1.62771	0.00624508	0.184184
47	611	1.4145e-01	0	0	0.00370617	0.846437	0.958098	0.335534	0.405889	0.526674	0.304841	-0.500005	0.316835	0.558369	0.412239	1.12588	1.24691	1.35258	-0.147216	0.322483	1.42303	0.130095	0.534063	1.71731	0.0303864	0.139018
48	624	1.3802e-01	0	0	-0.0272195	0.930938	1.04045	0.409584	0.481004	0.559048	0.295259	-0.528407	0.316178	0.659626	0.39993	1.00448	1.29328	1.37128	-0.0895358	0.408398	1.33562	0.133365	0.521315	1.67804	-0.0154155	0.128293
49	637	1.3268e-01	0	0	-0.0332985	0.873021	1.16154	0.337598	0.437624	0.520219	0.288139	-0.606011	0.218089	0.602253	0.424226	1.06911	1.37828	1.24607	-0.0973373	0.393411	1.41108	0.0546932	0.493505	1.6906	0.0125316	0.20834
50	650	1.3166e-01	0	0	0.0184651	0.814569	1.1315	0.347212	0.496325	0.497732	0.25208	-0.629316	0.0700502	0.575078	0.431915	1.0605	1.41904	1.2029	-0.174142	0.554113	1.41933	-0.0310275	0.511549	1.88112	0.0247082	0.108128
51	663	1.2817e-01	0	0	0.00250966	0.749143	1.07672	0.34349	0.54545	0.518428	0.179925	-0.697142	0.0514369	0.585955	0.437858	1.06375	1.44283	1.16157	-0.141002	0.560291	1.30894	0.0567686	0.498737	1.73207	0.0211541	0.123411
52	676	1.2653e-01	0	0	0.00648005	0.701971	1.06804	0.476888	0.615503	0.456936	0.14601	-0.819406	0.0596184	0.521444	0.481658	1.02124	1.4059	1.14942	-0.215604	0.54329	1.3425	0.0717573	0.462597	1.75191	0.0108992	0.252823
53	689	1.2801e-01	0	0	0.00300972	0.681285	1.11627	0.454822	0.592217	0.506486	0.244204	-0.915329	0.193937	0.586882	0.527039	1.07899	1.47298	1.06466	-0.228506	0.555952	1.44793	0.156854	0.433971	1.77766	0.0554476	0.414191
54	702	1.2795e-01	0	0	0.00688521	0.727658	1.15757	0.405631	0.609026	0.570128	0.149122	-0.981898	0.185343	0.441126	0.526281	1.00431	1.39613	1.07736	-0.368608	0.470252	1.3336	0.0969989	0.442812	1.77005	0.0618531	0.316102
55	715	1.2576e-01	0	0	-0.0304662	0.745237	1.08679	0.397907	0.594918	0.572079	0.202233	-0.96675	0.132466	0.520817	0.425223	1.01335	1.41358	1.00785	-0.226185	0.472743	1.28475	0.0624903	0.402884	1.81229	0.0172027	0.48613
56	728	1.2472e-01	0	0	-0.00364495	0.710932	1.22897	0.344648	0.613835	0.603228	0.259951	-0.983687	0.0203295	0.613575	0.459873	0.962827	1.35369	1.04576	-0.162821	0.480049	1.31202	-0.0268712	0.406246	1.8331	0.0363686	0.507656
57	741	1.2639e-01	0	0	0.00521777	0.596507	1.2631	0.307115	0.713669	0.54378	0.334143	-0.989716	0.000712067	0.529412	0.476316	0.93309	1.38124	0.922512	-0.173985	0.443666	1.31281	-0.0610958	0.480209	1.85717	0.0808826	0.556186
58	754	1.2226e-01	0	0	-0.00457266	0.550949	1.23194	0.330405	0.726859	0.520936	0.29965	-0.932646	0.00734405	0.628109	0.562477	0.941575	1.42527	0.972325	-0.275197	0.490042	1.29941	-0.0116055	0.485538	1.79835	0.0722713	0.496667
59	767	1.2243e-01	0	0	0.00707609	0.611082	1.35754	0.223736	0.762359	0.517833	0.363807	-0.931377	-0.0687284	0.673592	0.498628	0.878955	1.4009	0.962155	-0.273789	0.557567	1.35206	-0.0443235	0.462964	1.79209	-0.0345722	0.602363
60	780	1.2096e-01	0	0	0.00886811	0.586455	1.36617	0.311245	0.852293	0.53059	0.365949	-0.899143	-0.0193701	0.607686	0.468002	0.88313	1.44481	0.889562	-0.236018	0.533226	1.38282	-0.0607416	0.444973	1.75092	-0.133672	0.63562
61	793	1.1819e-01	0	0	0.00375425	0.592907	1.42693	0.301863	0.856513	0.564444	0.308882	-0.962155	-0.0743618	0.570681	0.41522	0.923345	1.34933	0.935766	-0.280153	0.458613	1.43903	-0.0596439	0.494322	1.84521	-0.201966	0.611797
62	806	1.1594e-01	0	0	0.00633735	0.530022	1.42894	0.30577	0.90822	0.555876	0.289982	-1.04399	-0.0127843	0.554339	0.323944	0.895465	1.32675	1.00337	-0.197403	0.434175	1.45623	-0.0389368	0.511953	1.80259	-0.173664	0.696369
63	819	1.1344e-01	0	0	0.00887438	0.442653	1.40961	0.24296	0.972447	0.57341	0.336976	-1.0443	0.00230822	0.500772	0.407637	0.898227	1.35097	0.974032	-0.307593	0.502201	1.31597	-0.0411717	0.518551	1.72255	-0.150319	0.630568
64	832	1.1323e-01	0	0	0.00575266	0.387032	1.43325	0.21757	0.983941	0.635153	0.324742	-0.955598	-0.0126856	0.507956	0.396367	0.837542	1.36733	1.01855	-0.275521	0.544782	1.22943	-0.109677	0.44795	1.58986	-0.16283	0.627023
65	845	1.1100e-01	0	0	-0.00457653	0.353321	1.42617	0.230878	0.986364	0.586049	0.334249	-0.933287	-0.000239866	0.48487	0.374175	0.837922	1.29718	1.04326	-0.232532	0.420096	1.21925	-0.137902	0.464431	1.64057	-0.215172	0.554323
66	858	1.0799e-01	0	0	0.0213709	0.315244	1.34233	0.182114	0.932614	0.558643	0.281539	-0.928097	-0.0347505	0.477745	0.386583	0.85803	1.25893	1.05962	-0.16932	0.376641	1.1903	-0.0962926	0.479699	1.67206	-0.201883	0.476756
67	871	1.0417e-01	0	0	-0.00582358	0.246258	1.2947	0.271641	0.937255	0.557162	0.234254	-0.87654	-0.018566	0.478106	0.393478	0.868722	1.31105	1.01173	-0.17571	0.368692	1.17748	-0.119127	0.468943	1.73735	-0.244934	0.537002
68	884	9.9565e-02	0	0	-0.00135918	0.314708	1.21344	0.277559	0.946212	0.526778	0.195468	-0.878008	-0.0301249	0.547157	0.385219	0.865612	1.327	1.04645	-0.159031	0.307828	1.22836	-0.172297	0.482959	1.74708	-0.209688	0.590685
69	897	9.6085e-02	0	0	-0.00645112	0.282838	1.19338	0.287395	0.962855	0.62718	0.209483	-0.88584	-0.0934279	0.475469	0.441862	0.874644	1.3757	0.953683	-0.132957	0.25592	1.2792	-0.122006	0.462649	1.74528	-0.235196	0.525093
70	910	9.5392e-02	0	0	0.00526163	0.307737	1.21083	0.265186	0.993973	0.610286	0.122838	-0.891903	-0.100305	0.440233	0.49931	0.882129	1.39922	0.972897	-0.108295	0.256284	1.28377	-0.256396	0.487134	1.68607	-0.319384	0.528604
